field0,field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23,field24,field25,field26,field27,field28,field29
0.980187651206,0.107095402235,0.913443684669,0.161261055272,0.0941179683285,0.834478275693,0.869864394677,0.0425379868872,0.666419299294,0.257420348067,0.43324866351,0.35246036533,0.215614125272,0.535930414593,0.0544245103237,0.770627275674,0.266699043158,0.0251807954014,0.127221381422,0.245815209226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.486682666055,0.089154051563,0.262599475049,0.605634148118,0.84782675767,0.979224920763,0.184971623412,0.419828937517,0.257713565843,0.36052423647,0.895107910291,0.115320239282,0.0980532788507,0.138332604363,0.290731563734,0.668238110171,0.107580693657,0.110033960609,0.979884385478,0.574079112778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.414893172155,0.312922311502,0.175615597018,0.949493348524,0.145074787247,0.533700682676,0.0106717586582,0.613979840872,0.120677061151,0.129313335155,0.047656734453,0.187057813233,0.608800391448,0.364092324499,0.483197426636,0.371148061764,0.857110754014,0.573496253839,0.879991910791,0.181008102791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.717964386779,0.925239001389,0.929152185976,0.758690042958,0.166081941502,0.194630697746,0.551137536894,0.465220820433,0.170791595101,0.180895848585,0.822102236505,0.305174616389,0.329826208523,0.60069994099,0.0208089464745,0.735450269562,0.957310184915,0.904352331778,0.152423380719,0.163564798254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.313404317054,0.55834920227,0.21588212922,0.998934338878,0.0348564436864,0.251031316319,0.452238052681,0.132860945112,0.781643064936,0.399835250204,0.232450151174,0.327034020259,0.0151775238303,0.583555032294,0.055255158712,0.364318972155,0.686866975599,0.209141351637,0.0137330308398,0.939186781043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.329761136215,0.495091785584,0.342564702438,0.75688369176,0.682949169705,0.174827686604,0.424462228601,0.727275348129,0.242510287823,0.0748851512669,0.200620639516,0.400276191978,0.649189120629,0.808445208237,0.0224156010335,0.769756669403,0.512852761707,0.935094175858,0.847626148971,0.492041944447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.168125237071,0.515898767546,0.0613333744637,0.734738475676,0.817080218689,0.292942247312,0.740756966377,0.796212317691,0.0682665801141,0.652605033086,0.885564548972,0.566286774659,0.298880901627,0.72724181302,0.570436132222,0.222365621383,0.322993143396,0.0609172770839,0.549785300431,0.641445716844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.68975525616,0.664302291336,0.179644488607,0.336465299025,0.514418787373,0.21904677757,0.440436356609,0.00876668615443,0.854917840137,0.769344101477,0.920888298867,0.921668238551,0.329391486046,0.743502598456,0.101951453007,0.105031342538,0.859544474873,0.177566227871,0.720217239855,0.990403552494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.375246242365,0.667645866129,0.160055121454,0.516263741886,0.653725886164,0.107626487654,0.965356252825,0.93742056776,0.860569309904,0.341847452708,0.333184211226,0.625799631698,0.168776972888,0.504986252461,0.351928605204,0.777895663362,0.719018152581,0.560267728425,0.222548939959,0.94515884496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.202505247277,0.00343340017331,0.953090137082,0.512478689017,0.883134014758,0.743119736288,0.315350393775,0.198314252377,0.374505886976,0.19424627771,0.928349171574,0.482831990324,0.313334861178,0.125687031044,0.519076738093,0.731151190876,0.871222122013,0.973561600494,0.770913832785,0.665531152382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.51974138923,0.986008521399,0.646538685302,0.71099225832,0.133663180854,0.0456774622585,0.980645362233,0.801200684548,0.0427048848788,0.221015157204,0.0561979475557,0.760338730367,0.73278568472,0.295457774227,0.0661919493861,0.979274383084,0.312523327817,0.0742209519508,0.464460278661,0.0637787241893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.377653054164,0.938854531038,0.503284878581,0.487881030843,0.538619553744,0.834239617003,0.532704675718,0.600298029997,0.504708848339,0.200958392235,0.327232320045,0.0474708504519,0.801669728777,0.71034129028,0.357303920626,0.262542037903,0.371147022903,0.505761041359,0.503054258376,0.214508670787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.422255067387,0.430311834213,0.502547150563,0.0681106071585,0.108707953535,0.504400337001,0.0523029234817,0.396529472588,0.787280930856,0.305921035539,0.6780425454,0.0428404608341,0.50463469696,0.543617285323,0.442583265351,0.106073039206,0.329614014871,0.257522780043,0.17094268462,0.395395586414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.287960731316,0.784020071367,0.6017593084,0.865694629192,0.995454281256,0.277794058125,0.918169294615,0.0960070797655,0.442789185381,0.393379250716,0.0426361214936,0.0382498562483,0.0535501078765,0.664452104834,0.315436552222,0.550335346565,0.101365114389,0.77592781894,0.407903480892,0.404444502241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0829170973894,0.235380870655,0.697731472962,0.108218044181,0.417229596072,0.540393384863,0.64045190626,0.438894367829,0.237693634252,0.350222807894,0.797714776266,0.992578604493,0.943349479905,0.302030272759,0.976798000516,0.00584114354618,0.369689267815,0.276878330762,0.771417591334,0.0400458395104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.719459163322,0.183200002358,0.75489428009,0.292911894309,0.713101424886,0.356481779854,0.478497033837,0.829431383896,0.60141436227,0.392154996739,0.714477231571,0.546000736067,0.979479782449,0.345780120965,0.372501757963,0.42188283073,0.113378963509,0.945978343848,0.78082521055,0.417920012029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0968406571517,0.898980926327,0.723971144091,0.985182134955,0.0922627804629,0.325007486584,0.000176688763266,0.476112426727,0.261535231796,0.991849313034,0.842076776376,0.567458969727,0.0177348326472,0.364672793698,0.0878016827235,0.435867638841,0.591031698722,0.1473767477,0.621471100924,0.023671770856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.686401023009,0.67382774577,0.732705369197,0.741976797188,0.233776830135,0.819764908087,0.375196282548,0.240924313883,0.85671402208,0.628952351414,0.0551635045518,0.239116747216,0.431160868614,0.39191843859,0.621507881343,0.0658675088299,0.946340101412,0.912081423201,0.977872302403,0.648486466802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.772040367434,0.241657292916,0.988411602514,0.0532644724366,0.316826394229,0.300424003881,0.923702644351,0.939412846601,0.00670773530024,0.00332210613213,0.992063846035,0.0893247250437,0.224974282986,0.886724938147,0.782770258535,0.255621942498,0.918786317994,0.863204222048,0.219652409134,0.184366417359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.229889001448,0.560833190429,0.122759831131,0.196536675259,0.87284135551,0.968364717511,0.852091997257,0.93041221309,0.667802780583,0.437544561774,0.812767224888,0.554899077332,0.903080295513,0.631397975497,0.978754953466,0.726529334191,0.898073412311,0.334302813817,0.282665002279,0.00625672153941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.708101217319,0.930828849852,0.301557247715,0.577566796001,0.151458564818,0.119708450458,0.475465477384,0.246841920308,0.317705713738,0.345346677831,0.871249703273,0.32072224229,0.991101638155,0.765657003918,0.783111045555,0.605234500838,0.441922410009,0.595679080739,0.730672254305,0.740142336539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.220001151963,0.670380840818,0.512122979128,0.585400962826,0.952896143752,0.808894854268,0.00862466516621,0.426739009322,0.519463748087,0.717049550615,0.801180562657,0.907462054443,0.175702754373,0.890289029442,0.523618008797,0.412220829854,0.216911286942,0.273952274144,0.746794461812,0.896753159724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.578485336698,0.225799104517,0.308969030672,0.37355584567,0.231981796697,0.0313485016377,0.957573848176,0.0206672672667,0.173994768139,0.15636861061,0.28672971277,0.621167412225,0.733069236306,0.882353592572,0.259006549314,0.114377667454,0.189063762205,0.435386417757,0.891741922751,0.533885204783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86458656688,0.285484323868,0.18156373821,0.524007091994,0.191526317672,0.74769350587,0.350515000869,0.186197268283,0.909250214642,0.589112259533,0.655688162869,0.274562614701,0.519317817205,0.758110768877,0.272006795186,0.408102357917,0.180811864459,0.768940507161,0.823831041368,0.0766358186177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.850584392281,0.556966325093,0.194084191401,0.452650657987,0.0912900398725,0.121893880178,0.603186016475,0.265514183731,0.945497585402,0.741755528727,0.842496869391,0.387602331071,0.101084408567,0.522755580661,0.47707355589,0.391169579302,0.443803758248,0.176612895495,0.112360539048,0.763041549466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.852520937,0.769574714631,0.648943436496,0.193461461998,0.731661929407,0.739328442119,0.771095029681,0.251578253084,0.9645206651,0.106451532244,0.947882795917,0.236099712893,0.997713822926,0.688182904346,0.892118656083,0.658467103935,0.158874896279,0.0860363072596,0.136465677018,0.998913491788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.147874116191,0.360937380734,0.324525227592,0.851208951759,0.035966350053,0.865351973627,0.129664493228,0.413255447881,0.575489046968,0.666638303957,0.206287345134,0.962762126634,0.467129393668,0.134947041689,0.521009776016,0.740535852454,0.782611799256,0.22766945085,0.514883462374,0.765835550238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.526191726725,0.374913503137,0.762157429197,0.740818822635,0.941705979669,0.76524089452,0.147400107677,0.667933917132,0.215985445535,0.115630972192,0.790256295628,0.971668191141,0.169904577262,0.67254311383,0.368042744166,0.948471909408,0.359503710094,0.689807434449,0.600295285462,0.311864460657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.853692496003,0.351713387829,0.404441756401,0.385634634063,0.309900284693,0.619450769882,0.36004844296,0.426009719563,0.388606269368,0.814262656512,0.0262932970899,0.482826559128,0.262230346773,0.687867876655,0.833102971654,0.432189768704,0.168640628481,0.19942714988,0.615212920003,0.599853478775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.602737746657,0.360500833253,0.360599774695,0.159172383324,0.9482094629,0.873225351907,0.929524129523,0.597118719301,0.822229280534,0.709180401597,0.399063014447,0.548240833433,0.344743189015,0.6014443158,0.39524161546,0.0189744223861,0.858759353927,0.403340117563,0.562305464596,0.489626297815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.815214338626,0.700029983216,0.612665927084,0.0985080686644,0.306028870587,0.683496579348,0.888019141234,0.160066031509,0.76794407933,0.693640808158,0.970743153276,0.574204169707,0.539308031812,0.582677392527,0.557572888605,0.960259292275,0.651765479194,0.533791219241,0.629300718918,0.409219038481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.249092971595,0.703713888512,0.788826109018,0.523751388406,0.809128223585,0.968255125689,0.627158570791,0.643289480736,0.232553615449,0.396141646342,0.0262213071604,0.3782572566,0.873223533291,0.614886519845,0.421843804283,0.443419610686,0.923575010329,0.264503013265,0.329394632204,0.858170818496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31499849604,0.829017835728,0.466265124294,0.0755704445429,0.263186043704,0.292584789231,0.295226075819,0.226374585482,0.321165834865,0.55168872584,0.93048301213,0.787310721478,0.800204020022,0.342465486629,0.533193201531,0.942784143269,0.548178038369,0.854300532945,0.908600668828,0.877077515931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46096428367,0.0266122125953,0.767075515052,0.0311118328719,0.190178791909,0.554544571074,0.208515976955,0.586997501791,0.765544023523,0.329300251786,0.883763957042,0.362884834398,0.563082667723,0.318537435605,0.626251979128,0.620622140263,0.439865413936,0.518780084667,0.167226136353,0.220268092592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.569825945457,0.55288280284,0.814205733223,0.555712274954,0.211210679185,0.41317587148,0.434576273009,0.22223187712,0.188721099245,0.264792609939,0.668016485472,0.517525951785,0.413031460411,0.639659516784,0.452566979419,0.112318274263,0.231140003316,0.214789121285,0.66804310398,0.176189151715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.00792314067929,0.336738235334,0.0175741580718,0.980710588994,0.609516026011,0.127291047074,0.175685448946,0.526057963229,0.815002096907,0.1390629625,0.117773079498,0.270876746727,0.353585475149,0.260481917577,0.110386624789,0.621350030866,0.278655931467,0.555028072428,0.174060796934,0.778486315583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.687332306765,0.633599296967,0.16470357728,0.767516666803,0.483929168434,0.235559864355,0.140930346203,0.0173924944883,0.93877999169,0.427397156366,0.38179156185,0.501098291314,0.607125644863,0.34780339856,0.743216778571,0.745213858984,0.589768833923,0.769758629966,0.064963511615,0.906050673363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.589684039962,0.643206103613,0.103098729339,0.631849383466,0.983213637836,0.666861124223,0.921897677948,0.492715219921,0.468104689273,0.647181480047,0.96122943624,0.365218022057,0.535612333806,0.379626078858,0.460396494412,0.457365162481,0.290448299701,0.487212787974,0.829252371245,0.836358512913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.564015492803,0.0269693350796,0.239499525227,0.938840716188,0.780946497369,0.349618404142,0.690451284248,0.637095593423,0.46936542315,0.73042914319,0.167599294604,0.708740252877,0.40966571897,0.888816614763,0.698057341731,0.148601952588,0.844883714049,0.647887216673,0.0541115950559,0.777074875389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.380905568815,0.115372128697,0.343692387109,0.42917462814,0.824280052328,0.0264677577371,0.935818435403,0.816898037382,0.0319283310949,0.923074897517,0.733821444253,0.789868381869,0.806031101269,0.0429881442625,0.521126069924,0.834673644524,0.135060575785,0.414631875706,0.193994512246,0.323085229043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.879337253365,0.532304262601,0.76129477886,0.693045873762,0.616494543487,0.284893044367,0.753679086121,0.299712792409,0.575304217391,0.411467147436,0.0857145954764,0.968668055203,0.864138540862,0.756645799773,0.98350026184,0.650154111382,0.362886620522,0.151480761088,0.54499417626,0.808706618058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0854435595668,0.351356449766,0.0908486623741,0.265292776535,0.845805631198,0.261039922742,0.933164694706,0.741154013378,0.0721760351766,0.546131202638,0.443929310738,0.385835347763,0.759048294682,0.667672668408,0.26812328766,0.240575868498,0.946197134668,0.479135208268,0.118916529496,0.127976207145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.556480523078,0.902777405526,0.0232247283087,0.677713858925,0.732753400354,0.665592387242,0.356280715831,0.762608673996,0.0495727943738,0.434943844104,0.671920819773,0.338748958922,0.887330669409,0.205605036916,0.398177712149,0.619282771104,0.366897191346,0.234500798752,0.309204536967,0.285224381623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.361902624585,0.290984973166,0.23795276146,0.556119648581,0.633498285455,0.0586756468433,0.350929991013,0.947308754806,0.391857094323,0.202592349207,0.698334197045,0.123854182348,0.292509323831,0.488295748167,0.858276259528,0.922575962009,0.371023565645,0.293621478915,0.536709865468,0.0339465507117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.558855215832,0.101261699203,0.871451115502,0.412417443192,0.296167447089,0.792342019525,0.0879261110765,0.498558594198,0.703384681621,0.516667644503,0.352765972522,0.439771990402,0.0415099674926,0.287949238951,0.0979672047662,0.876750068589,0.618878021446,0.8963940561,0.545086879528,0.286901382421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.995888984848,0.746883453064,0.41394112596,0.65267436464,0.648229642568,0.795654841365,0.763490570511,0.0183459742936,0.626727453838,0.613806644943,0.253652392865,0.0109590131124,0.577561562321,0.981572412237,0.796218754677,0.229374267687,0.309869360636,0.326729249293,0.999564817076,0.331593816356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.957086659934,0.814360595724,0.0953737737527,0.468409997297,0.654832135832,0.845221525043,0.46401925025,0.871796194423,0.469477903227,0.200363849511,0.437954452072,0.42238766204,0.670269306546,0.845751960801,0.753476197759,0.0707413322124,0.654652282356,0.00184613668967,0.938162526685,0.884710988843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.301502421262,0.387204732214,0.113286174661,0.603723866379,0.0392915669,0.0510552119048,0.306876466366,0.155827801647,0.396252769196,0.142523311178,0.613621172673,0.115420037778,0.752551350508,0.235989279996,0.731128913024,0.506198352389,0.124034712871,0.333832231699,0.340580262568,0.996122956916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.812326348265,0.122282242383,0.761156029914,0.737268880287,0.274404935574,0.291219693736,0.169345970697,0.48422776103,0.239545614417,0.0241547958368,0.382672317805,0.129618776916,0.0771263915713,0.580966338767,0.2594096082,0.138413125991,0.547426153224,0.284848754525,0.848109022232,0.429875238645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.618695771278,0.331293342856,0.155989158461,0.252629145541,0.455924044175,0.350717581336,0.886709376628,0.855902086933,0.66089998399,0.119429925592,0.223006761031,0.0850343093611,0.170603157196,0.370718524001,0.941285657574,0.440555028947,0.924040839037,0.240252701123,0.0310357730897,0.895352395558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.909504068339,0.760962274894,0.966256643919,0.683903088888,0.494295929269,0.87292310306,0.172005640913,0.413943523621,0.796703537319,0.822188784593,0.866432752514,0.728592436432,0.927869785185,0.97458629061,0.400916177121,0.749836347835,0.680483276513,0.637189331562,0.840579250689,0.113012826137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.87132387485,0.43745570604,0.0991178044396,0.403461974333,0.636788034595,0.584625659406,0.927258062319,0.0874359288953,0.818695076418,0.627914156844,0.24241416224,0.343299031996,0.37885157811,0.204531927532,0.843999938781,0.145967641797,0.49802306299,0.198136011388,0.804875638797,0.913666795029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.394911372806,0.648504885264,0.854901660222,0.853857681168,0.0503597880499,0.73842608952,0.703897382918,0.607365872562,0.00902363967974,0.00701239090856,0.0383000991103,0.231044489715,0.640831579545,0.359104800888,0.0135330392774,0.324781256596,0.98473952204,0.905007742471,0.195184344185,0.00160024329355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.574636716828,0.648338288583,0.885599511867,0.875969458242,0.0966110117875,0.386858760734,0.458043962354,0.0736996645688,0.213848885199,0.21686888423,0.769576708335,0.609444807688,0.71542560089,0.618619116602,0.459287231956,0.0490384530142,0.451119496017,0.958829404316,0.318290219005,0.750968989729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.875907829172,0.0887443538459,0.676317377928,0.600173753912,0.100140597091,0.134292337564,0.957489389867,0.873790580458,0.186036021573,0.255172217997,0.898306166985,0.372095597909,0.44236803546,0.184246726238,0.902431353286,0.147875503922,0.988503624077,0.682118044115,0.753228173741,0.0975763438857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0464241372669,0.750066739446,0.936717260536,0.311993424234,0.762958116552,0.875517499051,0.678275088609,0.379496185766,0.261677789258,0.491966890131,0.0510758841109,0.960881984814,0.314246134561,0.152027082934,0.154044066654,0.570629118419,0.876638032809,0.303102063797,0.73338988633,0.349581442507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.967179398787,0.0742347172872,0.193312793032,0.0436255820506,0.626432777321,0.0224860212317,0.285711797821,0.809639959969,0.0789958162978,0.969076486826,0.913619263943,0.693859396834,0.926235363434,0.240560917958,0.467521732336,0.582560596649,0.165442366894,0.624585165337,0.799412860539,0.0758498481677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391592026592,0.676299249309,0.181819834259,0.183251103961,0.259815922928,0.597259138801,0.419719250475,0.647207747533,0.770355676582,0.713473245237,0.422007693051,0.500635101235,0.466479781803,0.469481865626,0.479832151453,0.842905643348,0.304930984563,0.87163728578,0.322290635927,0.263277368075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.000548379446953,0.756376003315,0.899850545252,0.510066921611,0.846356980484,0.851342039972,0.346466525596,0.95967148162,0.194612590997,0.279934264346,0.440623575398,0.902551130477,0.753595433777,0.0601373129249,0.250732634509,0.73338875564,0.982725502583,0.719696539294,0.565498714529,0.968397580826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.513410797721,0.380281071494,0.354141599814,0.0648963711423,0.458918060778,0.206615926195,0.580116749541,0.748488704198,0.984429052097,0.131666811901,0.551475937899,0.137344487228,0.13268538505,0.767698862312,0.477690033949,0.482791703671,0.68874564607,0.747248799711,0.452070063124,0.207235263075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76577049009,0.289406113057,0.335187926273,0.267520035827,0.783856901272,0.704820870991,0.967362116257,0.0212214483738,0.132332487272,0.490282235212,0.331110569116,0.413789002379,0.663534393401,0.929635294317,0.47828291576,0.733874820005,0.83850142626,0.724302665215,0.428630787047,0.955917072249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.339865090176,0.94478615927,0.436667615753,0.818806034499,0.378912465025,0.822561402465,0.478089591799,0.0970766541959,0.276351285925,0.522634335003,0.0217688633248,0.271885990316,0.0281728692737,0.0845856351289,0.0565830508164,0.947957667773,0.848375731215,0.725149007301,0.128530135194,0.889336256464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0777810210475,0.903124049017,0.411274996067,0.13622535277,0.908152042217,0.933606239869,0.588695289889,0.0145779357475,0.206953294492,0.659346586568,0.782909586421,0.868197474364,0.239853987258,0.305244283803,0.0886442735651,0.861837797722,0.851168484677,0.431635708151,0.776171683298,0.948258934389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.376452918611,0.732283123893,0.264418099144,0.163860545558,0.710351898414,0.178634380077,0.153576308386,0.0214690095873,0.83372142234,0.771976123376,0.459907486786,0.670500530137,0.120751176375,0.561280933796,0.526494835949,0.237289515894,0.153032738113,0.972292919391,0.723995667257,0.715427927879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.742229102028,0.325912442338,0.843146970001,0.489951483018,0.839864138963,0.63764047775,0.671860735623,0.217307400297,0.115240706334,0.0656450210494,0.0872148694002,0.994097114003,0.601838071638,0.085442219807,0.469936368206,0.0434815707253,0.537871135506,0.580889307154,0.26208363724,0.173516910927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.766787685974,0.505954702285,0.497803830739,0.734428092471,0.90072223849,0.679389399628,0.606678731857,0.716862774215,0.34085573494,0.239030357655,0.792850268506,0.909019049563,0.0841122477964,0.646992000481,0.52356452306,0.0975276127429,0.207241954058,0.33789581816,0.734884846459,0.2676881689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
